id,other_social_response,fb_minutes,other_social_minutes,sum_social_minutes
14316,More than 3 hours,60,180,240
17811,More than 3 hours,60,180,240
17711,More than 3 hours,120,180,300
20478,Between 1 and 30 minutes,60,15,75
14072,More than 3 hours,100,180,280
886,More than 3 hours,240,180,420
16696,More than 3 hours,120,180,300
1900,Between 2 and 3 hours,60,150,210
15578,Between 31 minutes and 1 hour,1,45,46
19076,More than 3 hours,30,180,210
1049,Between 31 minutes and 1 hour,60,45,105
17571,Between 1 and 2 hours,60,90,150
2046,Between 1 and 2 hours,45,90,135
3060,Between 1 and 2 hours,180,90,270
14244,Between 2 and 3 hours,60,150,210
19964,Between 31 minutes and 1 hour,180,45,225
3034,Between 1 and 30 minutes,120,15,135
19014,Between 2 and 3 hours,35,150,185
24163,Between 1 and 30 minutes,120,15,135
23875,Between 31 minutes and 1 hour,250,45,295
1200,Between 1 and 2 hours,40,90,130
21107,Between 1 and 2 hours,100,90,190
16684,Between 1 and 2 hours,60,90,150
20745,Between 1 and 2 hours,200,90,290
14642,Between 1 and 2 hours,30,90,120
21339,0 minutes,60,0,60
12759,More than 3 hours,180,180,360
14457,Between 2 and 3 hours,50,150,200
23139,More than 3 hours,300,180,480
18773,Between 31 minutes and 1 hour,60,45,105
17439,More than 3 hours,60,180,240
2958,Between 1 and 30 minutes,30,15,45
18630,Between 1 and 2 hours,40,90,130
20927,Between 1 and 2 hours,120,90,210
12414,Between 31 minutes and 1 hour,45,45,90
463,Between 31 minutes and 1 hour,120,45,165
20480,Between 2 and 3 hours,150,150,300
2117,Between 1 and 2 hours,15,90,105
15666,More than 3 hours,60,180,240
2825,Between 1 and 2 hours,60,90,150
22533,Between 1 and 2 hours,30,90,120
23227,Between 1 and 2 hours,120,90,210
15823,Between 1 and 2 hours,30,90,120
17754,More than 3 hours,250,180,430
17925,More than 3 hours,30,180,210
11963,Between 31 minutes and 1 hour,400,45,445
817,Between 31 minutes and 1 hour,75,45,120
1563,0 minutes,30,0,30
11920,Between 2 and 3 hours,120,150,270
10602,Between 31 minutes and 1 hour,45,45,90
14327,Between 31 minutes and 1 hour,500,45,545
2538,Between 31 minutes and 1 hour,75,45,120
2542,Between 1 and 2 hours,66,90,156
19282,More than 3 hours,120,180,300
891,Between 1 and 2 hours,200,90,290
19194,More than 3 hours,60,180,240
14195,More than 3 hours,150,180,330
23947,Between 1 and 2 hours,60,90,150
1281,More than 3 hours,55,180,235
10773,More than 3 hours,60,180,240
20589,Between 1 and 30 minutes,60,15,75
258,Between 1 and 30 minutes,60,15,75
2285,More than 3 hours,30,180,210
17101,Between 1 and 30 minutes,30,15,45
15744,Between 2 and 3 hours,200,150,350
24047,Between 31 minutes and 1 hour,50,45,95
20817,Between 1 and 2 hours,60,90,150
13104,0 minutes,120,0,120
16829,More than 3 hours,90,180,270
19516,Between 2 and 3 hours,120,150,270
2790,More than 3 hours,30,180,210
16357,Between 31 minutes and 1 hour,400,45,445
22575,Between 31 minutes and 1 hour,40,45,85
18766,Between 2 and 3 hours,120,150,270
18583,Between 31 minutes and 1 hour,50,45,95
14428,Between 2 and 3 hours,90,150,240
19669,More than 3 hours,90,180,270
2680,More than 3 hours,1440,180,1620
1156,Between 31 minutes and 1 hour,30,45,75
23077,Between 1 and 2 hours,30,90,120
11084,More than 3 hours,180,180,360
15216,0 minutes,60,0,60
11961,0 minutes,60,0,60
597,Between 2 and 3 hours,300,150,450
16253,More than 3 hours,150,180,330
17126,0 minutes,45,0,45
15945,Between 1 and 30 minutes,120,15,135
24237,More than 3 hours,30,180,210
21429,More than 3 hours,120,180,300
19722,More than 3 hours,10,180,190
11321,Between 31 minutes and 1 hour,60,45,105
11066,Between 1 and 2 hours,100,90,190
1045,More than 3 hours,400,180,580
16092,More than 3 hours,0.5,180,180.5
14296,Between 1 and 30 minutes,5,15,20
14342,Between 1 and 2 hours,350,90,440
691,Between 2 and 3 hours,30,150,180
12313,More than 3 hours,60,180,240
223,Between 31 minutes and 1 hour,120,45,165
1270,Between 1 and 2 hours,180,90,270
1043,More than 3 hours,60,180,240
19550,Between 1 and 2 hours,30,90,120
18651,Between 1 and 2 hours,89,90,179
14187,Between 2 and 3 hours,60,150,210
1153,0 minutes,20,0,20
13097,Between 1 and 2 hours,35,90,125
16783,Between 1 and 2 hours,60,90,150
1370,More than 3 hours,40,180,220
2971,More than 3 hours,30,180,210
1115,Between 1 and 2 hours,30,90,120
20595,Between 1 and 2 hours,45,90,135
19310,Between 2 and 3 hours,4,150,154
14147,Between 31 minutes and 1 hour,60,45,105
1052,Between 2 and 3 hours,60,150,210
21336,More than 3 hours,180,180,360
13214,Between 1 and 30 minutes,360,15,375
13761,0 minutes,60,0,60
942,Between 2 and 3 hours,300,150,450
11,Between 31 minutes and 1 hour,100,45,145
16463,Between 31 minutes and 1 hour,120,45,165
23943,More than 3 hours,344,180,524
12635,Between 1 and 30 minutes,60,15,75
474,Between 2 and 3 hours,35,150,185
21856,Between 1 and 2 hours,30,90,120
21394,Between 1 and 2 hours,120,90,210
16254,Between 2 and 3 hours,60,150,210
11733,More than 3 hours,180,180,360
13540,Between 31 minutes and 1 hour,40,45,85
23031,Between 1 and 2 hours,9,90,99
19789,Between 1 and 2 hours,45,90,135
2647,More than 3 hours,400,180,580
20417,Between 1 and 2 hours,120,90,210
14498,Between 1 and 30 minutes,100,15,115
12657,Between 1 and 30 minutes,5,15,20
20002,More than 3 hours,15,180,195
10239,Between 2 and 3 hours,100,150,250
14519,Between 1 and 30 minutes,60,15,75
13861,Between 2 and 3 hours,370,150,520
10042,Between 2 and 3 hours,132,150,282
23319,Between 2 and 3 hours,90,150,240
19538,Between 31 minutes and 1 hour,120,45,165
2875,Between 1 and 2 hours,90,90,180
17017,0 minutes,30,0,30
13063,Between 1 and 2 hours,100,90,190
2407,More than 3 hours,300,180,480
2052,Between 1 and 30 minutes,15,15,30
23826,Between 31 minutes and 1 hour,30,45,75
1040,Between 1 and 2 hours,30,90,120
2832,Between 31 minutes and 1 hour,120,45,165
21090,Between 1 and 30 minutes,85,15,100
2587,More than 3 hours,60,180,240
23559,Between 2 and 3 hours,602,150,752
17332,Between 31 minutes and 1 hour,50,45,95
1360,0 minutes,2000,0,2000
14932,More than 3 hours,120,180,300
16528,Between 2 and 3 hours,120,150,270
11833,Between 31 minutes and 1 hour,60,45,105
713,Between 1 and 2 hours,120,90,210
17769,Between 1 and 2 hours,90,90,180
13629,More than 3 hours,3,180,183
16438,More than 3 hours,180,180,360
1029,Between 2 and 3 hours,120,150,270
18122,Between 31 minutes and 1 hour,10,45,55
23930,Between 1 and 2 hours,60,90,150
16825,Between 1 and 30 minutes,60,15,75
22778,Between 2 and 3 hours,100,150,250
1295,Between 1 and 2 hours,200,90,290
20010,Between 1 and 2 hours,80,90,170
20118,More than 3 hours,600,180,780
311,More than 3 hours,45,180,225
10835,Between 2 and 3 hours,60,150,210
18604,Between 1 and 30 minutes,45,15,60
2592,Between 1 and 2 hours,250,90,340
16616,0 minutes,90,0,90
18703,Between 31 minutes and 1 hour,30,45,75
18847,Between 2 and 3 hours,60,150,210
2325,More than 3 hours,30,180,210
15975,Between 31 minutes and 1 hour,1345,45,1390
13183,More than 3 hours,40,180,220
15627,Between 1 and 30 minutes,65,15,80
1533,Between 2 and 3 hours,120,150,270
16672,Between 31 minutes and 1 hour,40,45,85
17174,Between 1 and 2 hours,120,90,210
2118,Between 31 minutes and 1 hour,180,45,225
13595,Between 1 and 30 minutes,500,15,515
20769,More than 3 hours,75,180,255
1377,0 minutes,80,0,80
15750,More than 3 hours,30,180,210
17527,Between 2 and 3 hours,20,150,170
15427,Between 1 and 30 minutes,60,15,75
42,More than 3 hours,30,180,210
18068,Between 31 minutes and 1 hour,500,45,545
1249,Between 1 and 2 hours,200,90,290
17969,Between 1 and 2 hours,50,90,140
618,0 minutes,60,0,60
533,Between 1 and 2 hours,30,90,120
14919,More than 3 hours,130,180,310
13313,More than 3 hours,120,180,300
17428,Between 1 and 2 hours,60,90,150
15612,Between 1 and 2 hours,80,90,170
21316,Between 31 minutes and 1 hour,70,45,115
20050,Between 1 and 2 hours,70,90,160
316,More than 3 hours,60,180,240
22317,More than 3 hours,300,180,480
2674,Between 31 minutes and 1 hour,10,45,55
1047,More than 3 hours,100,180,280
2405,Between 31 minutes and 1 hour,100,45,145
22929,Between 2 and 3 hours,60,150,210
721,Between 1 and 2 hours,60,90,150
23513,Between 1 and 2 hours,120,90,210
22882,More than 3 hours,40,180,220
634,More than 3 hours,180,180,360
17212,Between 2 and 3 hours,300,150,450
3009,Between 1 and 2 hours,29,90,119
10641,More than 3 hours,90,180,270
19023,Between 31 minutes and 1 hour,400,45,445
14647,More than 3 hours,120,180,300
11351,Between 31 minutes and 1 hour,120,45,165
19070,Between 1 and 30 minutes,140,15,155
24067,Between 31 minutes and 1 hour,120,45,165
13297,Between 31 minutes and 1 hour,40,45,85
15389,More than 3 hours,60,180,240
23402,Between 31 minutes and 1 hour,40,45,85
1015,More than 3 hours,500,180,680
17694,Between 31 minutes and 1 hour,100,45,145
14612,Between 1 and 2 hours,30,90,120
14431,More than 3 hours,600,180,780
21360,Between 31 minutes and 1 hour,200,45,245
20048,Between 31 minutes and 1 hour,69,45,114
16578,More than 3 hours,60,180,240
1674,Between 1 and 2 hours,40,90,130
3135,Between 2 and 3 hours,60,150,210
11163,Between 2 and 3 hours,40,150,190
14007,More than 3 hours,30,180,210
13205,Between 2 and 3 hours,40,150,190
259,Between 1 and 2 hours,180,90,270
13559,Between 2 and 3 hours,300,150,450
52,More than 3 hours,120,180,300
13929,More than 3 hours,30,180,210
11333,Between 1 and 2 hours,100,90,190
13825,More than 3 hours,400,180,580
22808,0 minutes,180,0,180
2411,Between 2 and 3 hours,90,150,240
13567,Between 2 and 3 hours,80,150,230
14477,Between 2 and 3 hours,60,150,210
12420,More than 3 hours,65,180,245
2247,Between 2 and 3 hours,90,150,240
23069,Between 2 and 3 hours,60,150,210
1603,0 minutes,240,0,240
18751,Between 31 minutes and 1 hour,60,45,105
15663,More than 3 hours,120,180,300
21040,Between 2 and 3 hours,45,150,195
748,Between 1 and 30 minutes,76,15,91
23789,Between 1 and 2 hours,36,90,126
1480,Between 2 and 3 hours,120,150,270
19963,Between 31 minutes and 1 hour,50,45,95
11243,Between 31 minutes and 1 hour,120,45,165
24159,More than 3 hours,45,180,225
21599,0 minutes,30,0,30
19054,More than 3 hours,300,180,480
22643,Between 1 and 2 hours,60,90,150
10251,Between 1 and 30 minutes,45,15,60
531,More than 3 hours,420,180,600
3031,Between 1 and 2 hours,45,90,135
23622,Between 1 and 2 hours,120,90,210
18798,More than 3 hours,126,180,306
19887,Between 31 minutes and 1 hour,120,45,165
344,More than 3 hours,180,180,360
24217,Between 1 and 2 hours,25,90,115
10013,More than 3 hours,160,180,340
2341,More than 3 hours,25,180,205
18236,Between 1 and 2 hours,60,90,150
11130,Between 1 and 2 hours,300,90,390
17131,More than 3 hours,10,180,190
14065,Between 1 and 2 hours,1000,90,1090
13145,More than 3 hours,45,180,225
22010,Between 1 and 30 minutes,300,15,315
17886,Between 1 and 30 minutes,60,15,75
23199,Between 1 and 2 hours,90,90,180
2617,0 minutes,20,0,20
791,Between 1 and 2 hours,60,90,150
261,Between 2 and 3 hours,180,150,330
23201,Between 2 and 3 hours,100,150,250
1048,0 minutes,30,0,30
18568,More than 3 hours,30,180,210
1605,Between 1 and 2 hours,200,90,290
21459,Between 1 and 2 hours,20,90,110
2835,Between 1 and 30 minutes,60,15,75
1562,Between 31 minutes and 1 hour,60,45,105
11821,More than 3 hours,190,180,370
14789,Between 1 and 2 hours,30,90,120
2075,More than 3 hours,120,180,300
22095,Between 1 and 2 hours,120,90,210
2934,Between 31 minutes and 1 hour,30,45,75
21895,0 minutes,24,0,24
13270,More than 3 hours,4,180,184
14150,Between 31 minutes and 1 hour,20,45,65
14022,Between 1 and 30 minutes,90,15,105
2530,Between 1 and 2 hours,300,90,390
11411,More than 3 hours,90,180,270
2566,Between 2 and 3 hours,60,150,210
18657,Between 1 and 2 hours,11,90,101
19371,Between 31 minutes and 1 hour,240,45,285
1569,0 minutes,50,0,50
21513,More than 3 hours,300,180,480
2344,Between 1 and 2 hours,60,90,150
19460,Between 31 minutes and 1 hour,300,45,345
1042,Between 31 minutes and 1 hour,60,45,105
2044,Between 31 minutes and 1 hour,35,45,80
369,More than 3 hours,30,180,210
11367,Between 31 minutes and 1 hour,122,45,167
12680,More than 3 hours,360,180,540
18495,Between 1 and 2 hours,80,90,170
16773,Between 31 minutes and 1 hour,300,45,345
10622,Between 31 minutes and 1 hour,54,45,99
22592,Between 1 and 2 hours,480,90,570
11657,Between 31 minutes and 1 hour,120,45,165
19804,Between 2 and 3 hours,60,150,210
1824,Between 2 and 3 hours,120,150,270
17965,Between 1 and 2 hours,30,90,120
2573,Between 1 and 2 hours,20,90,110
23795,Between 1 and 30 minutes,30,15,45
22490,More than 3 hours,90,180,270
11457,More than 3 hours,120,180,300
15913,Between 31 minutes and 1 hour,250,45,295
10018,Between 2 and 3 hours,60,150,210
11715,More than 3 hours,65,180,245
22914,More than 3 hours,500,180,680
21807,0 minutes,300,0,300
21007,Between 1 and 30 minutes,240,15,255
2499,Between 1 and 30 minutes,100,15,115
14705,More than 3 hours,120,180,300
13899,Between 1 and 30 minutes,30,15,45
9864,Between 2 and 3 hours,200,150,350
19731,More than 3 hours,120,180,300
2280,Between 2 and 3 hours,120,150,270
22155,More than 3 hours,30,180,210
15144,Between 31 minutes and 1 hour,500,45,545
1831,More than 3 hours,35,180,215
20165,Between 1 and 2 hours,80,90,170
15278,Between 2 and 3 hours,250,150,400
12259,More than 3 hours,180,180,360
12682,Between 31 minutes and 1 hour,60,45,105
11418,More than 3 hours,100,180,280
19992,Between 31 minutes and 1 hour,60,45,105
19441,Between 2 and 3 hours,44,150,194
20881,Between 2 and 3 hours,60,150,210
1053,Between 1 and 30 minutes,80,15,95
10549,Between 1 and 2 hours,90,90,180
812,Between 31 minutes and 1 hour,25,45,70
1693,Between 2 and 3 hours,60,150,210
14637,Between 1 and 2 hours,60,90,150
24228,More than 3 hours,90,180,270
20876,Between 1 and 2 hours,120,90,210
23617,More than 3 hours,300,180,480
3131,More than 3 hours,30,180,210
11595,More than 3 hours,300,180,480
11141,Between 2 and 3 hours,300,150,450
13033,Between 1 and 30 minutes,120,15,135
1948,More than 3 hours,80,180,260
1954,Between 31 minutes and 1 hour,120,45,165
1796,More than 3 hours,60,180,240
20987,Between 2 and 3 hours,180,150,330
358,Between 2 and 3 hours,30,150,180
2433,More than 3 hours,70,180,250
20297,Between 1 and 2 hours,30,90,120
3053,More than 3 hours,200,180,380
17127,Between 1 and 2 hours,120,90,210
15184,0 minutes,60,0,60
21566,Between 1 and 2 hours,600,90,690
13329,Between 1 and 2 hours,60,90,150
10208,Between 31 minutes and 1 hour,120,45,165
24110,Between 1 and 2 hours,60,90,150
20186,Between 1 and 2 hours,60,90,150
23247,Between 1 and 2 hours,180,90,270
268,Between 1 and 30 minutes,55,15,70
16680,Between 1 and 2 hours,40,90,130
2853,More than 3 hours,240,180,420
589,Between 2 and 3 hours,240,150,390
9828,Between 1 and 2 hours,75,90,165
3002,0 minutes,60,0,60
22945,More than 3 hours,400,180,580
18059,Between 1 and 2 hours,120,90,210
17177,Between 2 and 3 hours,70,150,220
1922,Between 1 and 2 hours,60,90,150
14093,Between 31 minutes and 1 hour,420,45,465
10354,Between 31 minutes and 1 hour,120,45,165
18512,Between 1 and 2 hours,200,90,290
22446,More than 3 hours,20,180,200
2116,Between 2 and 3 hours,80,150,230
19108,Between 2 and 3 hours,13,150,163
16249,Between 1 and 30 minutes,150,15,165
22422,More than 3 hours,50,180,230
649,Between 2 and 3 hours,200,150,350
20329,Between 31 minutes and 1 hour,60,45,105
13140,Between 1 and 2 hours,50,90,140
19693,Between 1 and 2 hours,60,90,150
1867,More than 3 hours,60,180,240
16152,Between 31 minutes and 1 hour,65,45,110
17548,More than 3 hours,300,180,480
12642,Between 2 and 3 hours,100,150,250
11161,Between 1 and 2 hours,180,90,270
1720,Between 1 and 2 hours,20,90,110
13562,Between 2 and 3 hours,30,150,180
17727,Between 1 and 30 minutes,1000,15,1015
21420,More than 3 hours,210,180,390
2332,Between 2 and 3 hours,90,150,240
1044,More than 3 hours,130,180,310
10027,Between 2 and 3 hours,300,150,450
17350,Between 1 and 2 hours,200,90,290
1503,More than 3 hours,150,180,330
911,Between 1 and 2 hours,90,90,180
23448,Between 1 and 30 minutes,140,15,155
23066,More than 3 hours,120,180,300
11902,Between 1 and 2 hours,60,90,150
1710,More than 3 hours,60,180,240
18166,Between 31 minutes and 1 hour,45,45,90
17036,Between 31 minutes and 1 hour,130,45,175
21942,More than 3 hours,360,180,540
18669,Between 2 and 3 hours,90,150,240
16377,Between 1 and 2 hours,64,90,154
14237,Between 2 and 3 hours,120,150,270
14584,More than 3 hours,250,180,430
9927,Between 1 and 2 hours,90,90,180
12436,Between 2 and 3 hours,30,150,180
11236,Between 1 and 2 hours,400,90,490
12329,Between 1 and 30 minutes,90,15,105
18933,Between 31 minutes and 1 hour,8,45,53
26,More than 3 hours,210,180,390
13999,More than 3 hours,120,180,300
22163,Between 2 and 3 hours,120,150,270
23185,Between 1 and 2 hours,120,90,210
20313,Between 1 and 30 minutes,20,15,35
11761,Between 2 and 3 hours,50,150,200
12971,Between 2 and 3 hours,180,150,330
10159,Between 1 and 2 hours,60,90,150
11461,Between 31 minutes and 1 hour,65,45,110
21388,0 minutes,240,0,240
198,Between 1 and 2 hours,60,90,150
17584,Between 1 and 2 hours,240,90,330
1050,Between 1 and 2 hours,400,90,490
19238,Between 1 and 2 hours,15,90,105
2714,More than 3 hours,210,180,390
275,Between 1 and 30 minutes,90,15,105
15719,Between 2 and 3 hours,50,150,200
20437,Between 1 and 2 hours,240,90,330
1242,Between 1 and 2 hours,60,90,150
12380,Between 1 and 2 hours,60,90,150
1564,Between 1 and 30 minutes,850,15,865
11175,Between 1 and 2 hours,120,90,210
14725,Between 1 and 2 hours,90,90,180
23447,More than 3 hours,120,180,300
22312,Between 2 and 3 hours,10,150,160
18232,More than 3 hours,100,180,280
2871,Between 1 and 30 minutes,250,15,265
2335,Between 1 and 2 hours,60,90,150
1898,Between 31 minutes and 1 hour,10,45,55
3045,Between 1 and 2 hours,6,90,96
2264,Between 1 and 2 hours,480,90,570
12926,More than 3 hours,200,180,380
1931,Between 1 and 2 hours,360,90,450
756,Between 2 and 3 hours,120,150,270
3069,More than 3 hours,500,180,680
15313,Between 2 and 3 hours,11,150,161
2452,More than 3 hours,240,180,420
21948,Between 31 minutes and 1 hour,120,45,165
646,Between 2 and 3 hours,60,150,210
1723,More than 3 hours,60,180,240
19779,0 minutes,15,0,15
17071,Between 1 and 30 minutes,20,15,35
2574,Between 1 and 30 minutes,60,15,75
20591,Between 31 minutes and 1 hour,50,45,95
17681,More than 3 hours,120,180,300
16112,Between 1 and 2 hours,45,90,135
13648,Between 2 and 3 hours,240,150,390
2908,Between 1 and 2 hours,60,90,150
10039,Between 1 and 2 hours,45,90,135
17708,More than 3 hours,30,180,210
16364,Between 1 and 2 hours,120,90,210
11942,More than 3 hours,300,180,480
10411,Between 1 and 2 hours,60,90,150
20887,More than 3 hours,60,180,240
11798,Between 1 and 30 minutes,30,15,45
12111,Between 1 and 30 minutes,50,15,65
15496,Between 31 minutes and 1 hour,50,45,95
2492,More than 3 hours,30,180,210
